Item Name,Base Item,Modifier,Slot,Level Req,Rarity,ATK,DEF,HP,Value
Mistyczny Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Mistyczny,accessory,75,Legendarny,1376,1114,2040,1200000
Królewski Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Królewski,accessory,75,Legendarny,1376,1114,2652,1200000
Nieziemski Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Nieziemski,accessory,75,Legendarny,1482,1199,2160,1200000
Tytanowy Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Tytanowy,accessory,75,Legendarny,1059,1285,2290,1200000
Demoniczny Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Demoniczny,accessory,75,Legendarny,1694,837,1990,1200000
Boski Amulet Wiecznej Zimy,Amulet Wiecznej Zimy,Boski,accessory,75,Legendarny,1638,1335,3360,1200000
Solidny Pancerz Upadłego Boga,Pancerz Upadłego Boga,Solidny,armor,90,Mityczny,0,3021,6787,3750000
Gruby Pancerz Upadłego Boga,Pancerz Upadłego Boga,Gruby,armor,90,Mityczny,0,3296,6807,3750000
Wzmocniony Pancerz Upadłego Boga,Pancerz Upadłego Boga,Wzmocniony,armor,90,Mityczny,0,3571,6787,3750000
Żelaznego Muru Pancerz Upadłego Boga,Pancerz Upadłego Boga,Żelaznego Muru,armor,90,Mityczny,0,3855,6787,3750000
Lekki Pancerz Upadłego Boga,Pancerz Upadłego Boga,Lekki,armor,90,Mityczny,5,2472,6787,3750000
Zręczny Pancerz Upadłego Boga,Pancerz Upadłego Boga,Zręczny,armor,90,Mityczny,10,2884,6787,3750000
Zdrowy Pancerz Upadłego Boga,Pancerz Upadłego Boga,Zdrowy,armor,90,Mityczny,0,2747,8194,3750000
Żywotny Pancerz Upadłego Boga,Pancerz Upadłego Boga,Żywotny,armor,90,Mityczny,0,2747,9601,3750000
Niezniszczalny Pancerz Upadłego Boga,Pancerz Upadłego Boga,Niezniszczalny,armor,90,Mityczny,0,4395,6837,3750000
Ochronny Pancerz Upadłego Boga,Pancerz Upadłego Boga,Ochronny,armor,90,Mityczny,0,3159,6817,3750000
Kolczasty Pancerz Upadłego Boga,Pancerz Upadłego Boga,Kolczasty,armor,90,Mityczny,15,3021,6787,3750000
Odbijający Pancerz Upadłego Boga,Pancerz Upadłego Boga,Odbijający,armor,90,Mityczny,20,3433,6787,3750000
Święty Pancerz Upadłego Boga,Pancerz Upadłego Boga,Święty,armor,90,Mityczny,0,3571,6937,3750000
Mroczny Pancerz Upadłego Boga,Pancerz Upadłego Boga,Mroczny,armor,90,Mityczny,0,3845,6767,3750000
Starożytny Pancerz Upadłego Boga,Pancerz Upadłego Boga,Starożytny,armor,90,Mityczny,0,3733,6787,3750000
Zapomniany Pancerz Upadłego Boga,Pancerz Upadłego Boga,Zapomniany,armor,90,Mityczny,0,3311,6827,3750000
Królewski Pancerz Upadłego Boga,Pancerz Upadłego Boga,Królewski,armor,90,Mityczny,10,3571,6787,3750000
Tytanowy Pancerz Upadłego Boga,Pancerz Upadłego Boga,Tytanowy,armor,90,Mityczny,0,4120,6987,3750000
Demoniczny Pancerz Upadłego Boga,Pancerz Upadłego Boga,Demoniczny,armor,90,Mityczny,30,4395,6737,3750000
Boski Pancerz Upadłego Boga,Pancerz Upadłego Boga,Boski,armor,90,Mityczny,20,4944,7087,3750000
Solidny Aureola Zniszczenia,Aureola Zniszczenia,Solidny,helmet,90,Mityczny,0,1925,4316,2700000
Gruby Aureola Zniszczenia,Aureola Zniszczenia,Gruby,helmet,90,Mityczny,0,2100,4336,2700000
Wzmocniony Aureola Zniszczenia,Aureola Zniszczenia,Wzmocniony,helmet,90,Mityczny,0,2275,4316,2700000
Żelaznego Muru Aureola Zniszczenia,Aureola Zniszczenia,Żelaznego Muru,helmet,90,Mityczny,0,2460,4316,2700000
Lekki Aureola Zniszczenia,Aureola Zniszczenia,Lekki,helmet,90,Mityczny,5,1575,4316,2700000
Zręczny Aureola Zniszczenia,Aureola Zniszczenia,Zręczny,helmet,90,Mityczny,10,1837,4316,2700000
Zdrowy Aureola Zniszczenia,Aureola Zniszczenia,Zdrowy,helmet,90,Mityczny,0,1750,5229,2700000
Żywotny Aureola Zniszczenia,Aureola Zniszczenia,Żywotny,helmet,90,Mityczny,0,1750,6142,2700000
Niezniszczalny Aureola Zniszczenia,Aureola Zniszczenia,Niezniszczalny,helmet,90,Mityczny,0,2800,4366,2700000
Ochronny Aureola Zniszczenia,Aureola Zniszczenia,Ochronny,helmet,90,Mityczny,0,2012,4346,2700000
Kolczasty Aureola Zniszczenia,Aureola Zniszczenia,Kolczasty,helmet,90,Mityczny,15,1925,4316,2700000
Odbijający Aureola Zniszczenia,Aureola Zniszczenia,Odbijający,helmet,90,Mityczny,20,2187,4316,2700000
Święty Aureola Zniszczenia,Aureola Zniszczenia,Święty,helmet,90,Mityczny,0,2275,4466,2700000
Mroczny Aureola Zniszczenia,Aureola Zniszczenia,Mroczny,helmet,90,Mityczny,0,2450,4296,2700000
Starożytny Aureola Zniszczenia,Aureola Zniszczenia,Starożytny,helmet,90,Mityczny,0,2387,4316,2700000
Zapomniany Aureola Zniszczenia,Aureola Zniszczenia,Zapomniany,helmet,90,Mityczny,0,2115,4356,2700000
Królewski Aureola Zniszczenia,Aureola Zniszczenia,Królewski,helmet,90,Mityczny,10,2275,4316,2700000
Tytanowy Aureola Zniszczenia,Aureola Zniszczenia,Tytanowy,helmet,90,Mityczny,0,2625,4516,2700000
Demoniczny Aureola Zniszczenia,Aureola Zniszczenia,Demoniczny,helmet,90,Mityczny,30,2800,4266,2700000
Boski Aureola Zniszczenia,Aureola Zniszczenia,Boski,helmet,90,Mityczny,20,3150,4616,2700000
Ostry Ostrze Nieskończoności,Ostrze Nieskończoności,Ostry,weapon,100,Mityczny,4422,0,0,15000000
Ciężki Ostrze Nieskończoności,Ostrze Nieskończoności,Ciężki,weapon,100,Mityczny,5030,0,0,15000000
Zabójczy Ostrze Nieskończoności,Ostrze Nieskończoności,Zabójczy,weapon,100,Mityczny,5628,0,0,15000000
Krwawy Ostrze Nieskończoności,Ostrze Nieskończoności,Krwawy,weapon,100,Mityczny,4623,0,20,15000000
Ognisty Ostrze Nieskończoności,Ostrze Nieskończoności,Ognisty,weapon,100,Mityczny,4834,0,0,15000000
Lodowy Ostrze Nieskończoności,Ostrze Nieskończoności,Lodowy,weapon,100,Mityczny,4422,10,0,15000000
Trujący Ostrze Nieskończoności,Ostrze Nieskończoności,Trujący,weapon,100,Mityczny,5226,0,-10,15000000
Potężny Ostrze Nieskończoności,Ostrze Nieskończoności,Potężny,weapon,100,Mityczny,6030,0,0,15000000
Lekki Ostrze Nieskończoności,Ostrze Nieskończoności,Lekki,weapon,100,Mityczny,3618,5,0,15000000
Szybki Ostrze Nieskończoności,Ostrze Nieskończoności,Szybki,weapon,100,Mityczny,4226,0,0,15000000
Wampiryczny Ostrze Nieskończoności,Ostrze Nieskończoności,Wampiryczny,weapon,100,Mityczny,4422,0,50,15000000
Przeklęty Ostrze Nieskończoności,Ostrze Nieskończoności,Przeklęty,weapon,100,Mityczny,8040,0,-50,15000000
Święty Ostrze Nieskończoności,Ostrze Nieskończoności,Święty,weapon,100,Mityczny,4824,10,30,15000000
Mroczny Ostrze Nieskończoności,Ostrze Nieskończoności,Mroczny,weapon,100,Mityczny,5226,-10,0,15000000
Starożytny Ostrze Nieskończoności,Ostrze Nieskończoności,Starożytny,weapon,100,Mityczny,5648,0,0,15000000
Mistyczny Ostrze Nieskończoności,Ostrze Nieskończoności,Mistyczny,weapon,100,Mityczny,5427,0,40,15000000
Magiczny Ostrze Nieskończoności,Ostrze Nieskończoności,Magiczny,weapon,100,Mityczny,4638,0,0,15000000
Królewski Ostrze Nieskończoności,Ostrze Nieskończoności,Królewski,weapon,100,Mityczny,5025,15,0,15000000
Demoniczny Ostrze Nieskończoności,Ostrze Nieskończoności,Demoniczny,weapon,100,Mityczny,6432,-20,0,15000000
Boski Ostrze Nieskończoności,Ostrze Nieskończoności,Boski,weapon,100,Mityczny,7236,20,100,15000000
Błyszczący Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Błyszczący,accessory,100,Mityczny,2531,2016,5582,18000000
Cenny Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Cenny,accessory,100,Mityczny,2536,2021,6090,18000000
Szczęśliwy Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Szczęśliwy,accessory,100,Mityczny,2784,2217,5075,18000000
Wojownika Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Wojownika,accessory,100,Mityczny,3305,2016,5075,18000000
Strażnika Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Strażnika,accessory,100,Mityczny,2531,2635,5075,18000000
Życia Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Życia,accessory,100,Mityczny,2531,2016,7712,18000000
Witalności Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Witalności,accessory,100,Mityczny,2531,2016,6797,18000000
Krwi Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Krwi,accessory,100,Mityczny,3037,2016,5125,18000000
Magiczny Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Magiczny,accessory,100,Mityczny,2910,2318,5075,18000000
Runiczny Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Runiczny,accessory,100,Mityczny,3037,2419,5115,18000000
Przeklęty Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Przeklęty,accessory,100,Mityczny,3796,3024,4975,18000000
Święty Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Święty,accessory,100,Mityczny,2531,2822,5225,18000000
Mroczny Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Mroczny,accessory,100,Mityczny,3543,2006,5075,18000000
Starożytny Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Starożytny,accessory,100,Mityczny,3163,2520,5155,18000000
Mistyczny Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Mistyczny,accessory,100,Mityczny,3290,2620,5075,18000000
Królewski Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Królewski,accessory,100,Mityczny,3290,2620,6597,18000000
Nieziemski Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Nieziemski,accessory,100,Mityczny,3543,2822,5195,18000000
Tytanowy Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Tytanowy,accessory,100,Mityczny,2531,3024,5325,18000000
Demoniczny Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Demoniczny,accessory,100,Mityczny,4049,1996,5025,18000000
Boski Rdzeń Czasoprzestrzeni,Rdzeń Czasoprzestrzeni,Boski,accessory,100,Mityczny,3846,3074,7912,18000000
